text,label,all_old,predicao
cade investiga cartel internacional airbags cintos seguran volantes carros,carros,cade investiga cartel internacional de airbags cintos de segurança e volantes de carros,carros
cade investiga cartel mercado autope,carros,cade investiga cartel no mercado de autopeças,economia
cade investiga cartel mercado autope,economia,cade investiga cartel no mercado de autopeças.,economia
cad gabigol torcida fica ansiosa redes espera atacante,esporte,cadê o gabigol torcida fica ansiosa nas redes à espera do atacante.,esporte
cade recomenda reprova compra owen illinois brasil nadir figueiredo,economia,cade recomenda reprovação de compra da owens-illinois brasil por nadir figueiredo.,economia
cade reprova compra est cio kroton educacional,educacao,cade reprova compra da estácio pela kroton educacional.,economia
cadeirante realiza sonho rock in rio primeira vez,musica,cadeirante realiza sonho de estar no rock in rio pela primeira vez.,musica
cadeirantes utilizam triciclo motorizados gratuito percorrer cidade rock,musica,cadeirantes utilizam triciclo motorizados gratuito para percorrer a cidade do rock.,musica
caetano assina dire musical projeto teresa cristina canta noel rosa,musica,caetano assina direção musical do projeto em que teresa cristina canta noel rosa.,musica
caetano figura disco pianista italiano gravar rio dezembro,musica,caetano figura no disco que pianista italiano gravará no rio em dezembro.,musica
caetano grava m sica espanhol abertura vers hisp nica novela,musica,caetano grava música em espanhol para abertura de versão hispânica de novela.,musica
caetano volta gravadora lan primeiro lbum h ano,musica,caetano volta à gravadora pela qual lançou o primeiro álbum há <digit><digit> anos.,musica
cai n mero matr culas ensino fundamental ensino m dio escolas p blicas diz censo,educacao,cai número de matrículas no ensino fundamental e no ensino médio das escolas públicas diz censo.,educacao
cain vel squez diz pode descer peso daniel cormier vencer stipe miocic,esporte,cain velásquez diz que pode descer de peso se daniel cormier vencer stipe miocic.,esporte
caio prado lan primeiro single lbum previsto janeiro,musica,caio prado lança o primeiro single de álbum previsto para janeiro de <digit><digit><digit><digit>.,musica
caio revela cueva desculpou elenco s paulo vesti rio,esporte,caio revela que cueva se desculpou com elenco do são paulo no vestiário.,esporte
caiu malha fina ir veja fazer,economia,caiu na malha fina do ir <digit><digit><digit><digit> veja o que fazer.,economia
caixa aprova novo estatuto limita indica e pol ticas cargo dire,economia,caixa aprova novo estatuto que limita indicações políticas para cargos de direção.,politica
caixa aprova novo estatuto limita indica e pol ticas cargo dire,politica,caixa aprova novo estatuto que limita indicações políticas para cargos de direção.,politica
caixa baixo apostas improv veis distanciamento fla inofensivo mercado,esporte,caixa baixo apostas improváveis e distanciamento: fla inofensivo no mercado .,economia
caixa disco ederaldo gentil guarda p rolas autor ouro madeira,musica,caixa com discos de ederaldo gentil guarda pérolas do autor de o ouro e a madeira.,musica
caixa define interinos vagas quatro vice presidentes afastados,economia,caixa define interinos para vagas dos quatro vice-presidentes afastados.,economia
caixa define interinos vagas quatro vice presidentes afastados,politica,caixa define interinos para vagas dos quatro vice-presidentes afastados.,economia
caixa diz n h necessidade usar recursos fgts capitalizar,economia,caixa diz que não há mais necessidade de usar recursos do fgts para se capitalizar.,politica
caixa faz assembleia nesta sexta aprovar novo estatuto saiba,economia,caixa faz assembleia nesta sexta para aprovar novo estatuto saiba como será.,politica
caixa prorroga prazo concluir financiamento im veis usados aprovados ante reduzir limite,economia,caixa prorroga prazo para concluir financiamento de imóveis usados aprovados antes de reduzir limite.,economia
caixa reabre linha cr dito recursos fgts eleva cota financiamento im vel usado,economia,caixa reabre linha de crédito com recursos do fgts e eleva para <digit><digit>% cota de financiamento para imóvel usado.,economia
caixa suspende temporariamente cr dito estados munic pios,economia,caixa suspende temporariamente crédito para estados e municípios.,politica
caixa vice presidentes bancos concorrentes,politica,caixa tem mais vice-presidentes do que bancos concorrentes.,politica
caixa traz tona grava e raras z ramalho fase inicial carreira,musica,caixa traz à tona gravações raras de zé ramalho na fase inicial da carreira.,musica
caixa vai executar empr stimo constru arena corinthian,esporte,caixa vai executar empréstimo para construção da arena corinthians.,esporte
calabres sasha campo ver ssimo ct treino santos desta quarta,esporte,calabres e sasha em campo e veríssimo no ct: o treino do santos desta quarta.,esporte
cal ada parede fama viram point fotos p blico rock in rio v deo,musica,calçada e parede da fama viram points de fotos para público do rock in rio vídeo.,musica
calculadora ipva iptu,economia,calculadora ipva e iptu.,carros
calculadora quanto custa pet,educacao,calculadora: quanto custa seu pet .,educacao
caldeir l chiqueiro palmeiras ter melhor p blico ano cl ssico,esporte,caldeirão é lá no chiqueiro: palmeiras terá melhor público do ano em clássico.,esporte
caldi homenageia dominguinhos lbum autoral sanfona dom,musica,caldi homenageia dominguinhos no álbum autoral a sanfona é meu dom.,musica
calend rio pi pasep come pagamento nascidos janeiro fevereiro,economia,calendário pis-pasep <digit><digit><digit><digit>-<digit><digit><digit><digit>: começa pagamento para nascidos em janeiro e fevereiro.,economia
calif rnia abre caminho neg cio maconha recreativa,economia,califórnia abre caminho para o negócio da maconha recreativa.,economia
calif rnia prop liberar carros aut nomos motorista auxiliar,carros,califórnia propõe liberar carros autônomos sem motorista auxiliar,carros
calif rnia tira exig ncia motorista testis carros aut nomos,carros,califórnia tira exigência de motorista em testes de carros autônomos,carros
calouras ano s joias nova gera gin stica brasileira,esporte,calouras de <digit><digit> anos são as joias da nova geração da ginástica brasileira.,carros
calouros unb esperam horas filas matr cula,educacao,calouros da unb esperam mais de <digit> horas em filas para matrícula.,educacao
calouros rock in rio banda sinara responde quiz g sobre edi e anteriores festival,musica,calouros do rock in rio banda sinara responde quiz do g<digit> sobre edições anteriores do festival.,musica
calouros passam trote dia matr culas ufscar s carlos sp,educacao,calouros passam pelo trote no <digit>° dia de matrículas na ufscar em são carlos sp.,educacao
calvin harris dj bem pago mundo quinto ano consecutivo,musica,calvin harris é o dj mais bem pago do mundo pelo quinto ano consecutivo.,musica
calvin harris lan segundo clipe feel m sica parceria pharrell williams katy perry big sean,musica,calvin harris lança segundo clipe de feels música em parceria com pharrell williams katy perry e big sean.,musica
c mara aprova aumento pena motorista embriagado provocar acidente fatal,politica,câmara aprova aumento de pena a motorista embriagado que provocar acidente fatal.,politica
c mara aprova cria ag ncia fiscalizar setor minera,politica,câmara aprova criação de agência para fiscalizar setor de mineração.,politica
c mara aprova cria cadastro nacional nico desaparecidos,politica,câmara aprova criação de cadastro nacional único de desaparecidos.,politica
c mara aprova cria fundo destinado financiar estudos t cnicos p,politica,câmara aprova criação de fundo destinado a financiar estudos técnicos para ps.,politica
c mara aprova cria plano nacional reduzir mortes tr nsito,politica,câmara aprova criação de plano nacional para reduzir mortes no trânsito.,politica
c mara aprova desconto livros professores,educacao,câmara aprova desconto de <digit><digit>% em livros para professores .,educacao
c mara aprova fim multa esquecer cnh projeto deve seguir senado,carros,câmara aprova fim de multa para quem esquecer a cnh projeto deve seguir para o senado,politica
c mara aprova mp muda al quota royalty explora min rio,politica,câmara aprova mp que muda alíquota de royalties da exploração de minério.,politica
c mara aprova mp prev incentivos tribut rio setor petr leo,politica,câmara aprova mp que prevê incentivos tributários para o setor de petróleo.,economia
c mara aprova mp prorroga at vig ncia incentivo fiscal cinema,politica,câmara aprova mp que prorroga até <digit><digit><digit><digit> vigência de incentivo fiscal para o cinema.,politica
c mara aprova nova regras atua agentes comunit rio sa,politica,câmara aprova novas regras para atuação de agentes comunitários de saúde.,politica
c mara aprova projeto acaba atenuante pena menor ano,politica,câmara aprova projeto que acaba com atenuante de pena para menor de <digit><digit> anos.,politica
c mara aprova projeto autoriza pol cia federal investigar dio contra mulheres internet,politica,câmara aprova projeto que autoriza polícia federal a investigar ódio contra mulheres na internet.,politica
c mara aprova projeto cria pol tica nacional biocombust veis,politica,câmara aprova projeto que cria a política nacional de biocombustíveis.,politica
c mara aprova projeto cria programa micro pequenas empresas parcelarem d vidas,economia,câmara aprova projeto que cria programa para micro e pequenas empresas parcelarem dívidas.,economia
c mara aprova projeto cria programa micro pequenas empresas parcelarem d vidas,politica,câmara aprova projeto que cria programa para micro e pequenas empresas parcelarem dívidas.,economia
c mara aprova projeto facilita capitaliza caixa recursos fgts,economia,câmara aprova projeto que facilita capitalização da caixa com recursos do fgts.,politica
c mara aprova projeto facilita capitaliza caixa recursos fgts,politica,câmara aprova projeto que facilita capitalização da caixa com recursos do fgts.,politica
c mara aprova projeto facilita capitaliza caixa recursos fgts,economia,câmara aprova projeto que facilita capitalização da caixa com recursos do fgts .,politica
c mara aprova projeto facilita capitaliza caixa recursos fgts,politica,câmara aprova projeto que facilita capitalização da caixa com recursos do fgts .,politica
c mara aprova projeto fixa taxon repassada bancos lot ricas recebimento boletos,economia,câmara aprova projeto que fixa taxa a ser repassada por bancos a lotéricas pelo recebimento de boletos.,economia
c mara aprova projeto fixa taxon repassada bancos lot ricas recebimento boletos,politica,câmara aprova projeto que fixa taxa a ser repassada por bancos a lotéricas pelo recebimento de boletos.,economia
c mara aprova projeto inclui cerca munic pios mg e sudene,politica,câmara aprova projeto que inclui cerca de <digit><digit> municípios de mg e es na sudene.,politica
c mara aprova projeto obriga operadoras instalar bloqueador celular pres dios,politica,câmara aprova projeto que obriga operadoras a instalar bloqueador de celular em presídios.,politica
